id	Minimum free energy	Protein abundance
329_11111113_1	-11.9	32.8520046032267
329_11111121_1	-14.3	59.1461991580785
329_11111122_1	-13.5	46.2929541180434
329_11111123_1	-11.8	86.5888636037685
329_11111212_1	-11.8	21.2843264821453
329_11111222_1	-11.8	41.284700336834
329_11111223_1	-11.9	34.6725447008117
329_11112112_1	-13.1	46.7547821193485
329_11112113_1	-11.9	52.0205499881036
329_11112121_1	-12.3	29.6802795920375
329_11112122_1	-12.5	43.2731939006376
329_11112123_1	-13.5	30.038749054233
329_11121121_3	-12.4	41.8571293718139
329_11121122_1	-14.3	78.5231219349461
329_11121123_1	-13.3	50.1002523777448
329_11121213_1	-11.7	68.3037031451568
329_11121223_2	-12.5	69.0802357339977
329_11122111_1	-12.4	70.2139088046774
329_11122121_2	-14.3	31.0771108877166
329_11122122_1	-11.7	91.0708245565788
329_11122123_1	-12.5	50.0982942511649
329_11131111_2	-11.7	39.6452452853558
329_11131113_1	-12.3	49.0346388878982
329_11131121_2	-13.3	25.3209038176195
329_11131122_1	-14	53.08408947693
329_11131123_2	-12.1	36.0493549363945
329_11131211_2	-11.7	59.1444832757155
329_11131213_1	-14.4	64.3213186441039
329_11131222_1	-12.5	33.3066412655039
329_11131223_2	-12.5	87.0396958661617
329_11132122_1	-12.5	49.1382429750669
329_11132123_1	-12.1	73.6737048889145
329_11211113_1	-12	66.8993642522812
329_11211122_1	-13.9	66.5367782646738
329_11211223_2	-13.1	54.0978145142338
329_11212112_2	-13	68.1067179926815
329_11212121_2	-12.1	71.9569150241137
329_11212122_1	-11.7	48.4041755407703
329_11212123_2	-12.6	40.3707756988489
329_11221123_1	-13.3	89.8704431353121
329_11221223_2	-13.9	42.8676904145978
329_11231112_2	-11.8	53.40851822515
329_11231113_2	-11.7	39.6028833182731
329_11231122_1	-14.3	70.8457184385237
329_11231123_1	-12.6	44.3920439909905
329_11231212_3	-14.4	41.7795957950004
329_11231222_2	-12.1	39.9003763567923
329_11232111_2	-11.9	46.2010548561553
329_11232113_2	-11.8	15.8192247166882
329_11232123_2	-13.4	92.6793117075079
329_11311111_1	-11.8	73.9755033749955
329_11311112_1	-11.7	55.4519798354575
329_11311113_1	-11.8	15.1607114588516
329_11311121_1	-11.6	42.8719277301662
329_11311123_3	-12.4	63.1130628929355
329_11312111_2	-12.1	69.4908675384183
329_11312121_3	-11.7	52.2347456209415
329_11312123_2	-11.7	78.3238556151725
329_11321112_2	-12.1	54.9205911661946
329_11321213_2	-13.4	70.5309495303921
329_11331121_2	-13.1	14.4571210138614
329_11331122_1	-12.1	80.9126555577746
329_11331211_1	-11.7	35.1629227931557
329_11331221_1	-11.7	68.7671440486728
329_11331222_2	-13.3	100
329_11332111_1	-12	45.305587945742
329_12111112_2	-10.7	64.7313829087932
329_12111122_2	-9.9	65.0653071919142
329_12111212_1	-9.4	88.8518226704293
329_12111222_1	-10	35.9666724910375
329_12112123_2	-10	25.0206496468202
329_12121112_2	-10	39.6075195384063
329_12121121_2	-7.9	26.210943478205
329_12121122_1	-8.4	51.5260886766523
329_12121213_2	-10.7	73.1483568836643
329_12121222_1	-11.2	17.5453379698714
329_12122122_1	-8.9	79.1326811603091
329_12131111_2	-10.4	35.6964930917861
329_12131112_2	-8.5	37.2372736024968
329_12131121_3	-9.9	60.090234970862
329_12131122_1	-8.7	80.3459736429592
329_12131222_2	-8.9	72.2897485735895
329_12132111_2	-8.9	84.2337036526053
329_12132113_1	-9.9	49.0952402567659
329_12132121_2	-9.6	85.6690292537719
329_12132122_1	-8.1	54.2339403605593
329_12211112_2	-9.1	48.1601700971337
329_12211122_2	-9.3	69.2541407734862
329_12212122_2	-8.8	100
329_12221112_2	-7.7	83.5370004729358
329_12221221_2	-9.4	77.4891520015592
329_12222112_2	-9.2	32.2421734626597
329_12222113_2	-8.9	78.2556742421991
329_12231221_3	-8.6	48.3051236891992
329_12232121_1	-10.6	75.9631561621133
329_12232122_2	-10.2	78.5514717234326
329_12232123_1	-8.1	99.9446215565274
329_12311113_2	-8.9	26.9952320876741
329_12311212_2	-10.8	64.1395995698035
329_12311213_2	-10	37.96579178053
329_12312113_2	-10.3	95.062497041789
329_12322111_2	-9.7	34.8860412705063
329_12322113_2	-11.4	66.512310222878
329_12322122_3	-9.6	64.640295136503
329_12331111_3	-9	83.3915748776082
329_12331123_2	-7.8	NA
329_12331212_2	-9	88.2211144555148
329_12331222_3	-8.8	98.9175584920362
329_12332112_1	-8.5	95.7083304999676
329_12332122_1	-8.5	89.9993121933558
329_13111112_1	-7.2	45.3575838417322
329_13111121_2	-6.3	83.3123614354588
329_13111122_2	-7.3	43.3260309841458
329_13111123_1	-7.1	NA
329_13111212_1	-7.4	49.3007267339624
329_13111213_1	-6.5	67.4160943137171
329_13111222_2	-6.7	3.03465194482142
329_13112111_1	-6.7	73.3025489579462
329_13112113_1	-7.5	53.4718903805159
329_13112122_1	-6.2	80.5981674622896
329_13121111_1	-7.5	62.9962366598894
329_13121112_2	-7.5	44.3593085099289
329_13121113_1	-6.2	34.4380477925005
329_13121121_2	-5.9	33.9996901123964
329_13121123_3	-6.4	77.0332567422434
329_13121221_2	-6.2	79.3881324021321
329_13121222_1	-6.2	59.1371174859379
329_13122111_1	-7.1	88.0052498782307
329_13122113_2	-7.3	46.2277580083866
329_13122122_3	-7.1	100
329_13131121_1	-6.8	68.0552794391709
329_13131123_3	-7.1	42.8315162814163
329_13131222_1	-6.2	28.3028031825766
329_13132111_1	-7.1	24.8499178717481
329_13132113_1	-7.4	43.4677413085803
329_13132121_1	-6	90.1598903190684
329_13132122_2	-7.5	26.5006048193663
329_13132123_1	-7.1	50.8761747954346
329_13211111_2	-6.6	61.9708755770234
329_13211112_2	-7	51.126104201518
329_13211212_1	-7.1	90.1629623805305
329_13212122_2	-5.5	100
329_13221112_2	-7.1	19.8374152925001
329_13221122_1	-7.4	94.9481364294147
329_13221212_1	-6.8	61.097789714865
329_13221213_2	-7.3	84.8012171694794
329_13222112_2	-7.3	52.5733366439268
329_13222122_1	-7.1	59.7348115997053
329_13231122_2	-7.4	36.2925095804657
329_13231222_2	-7.1	35.8248515013859
329_13311113_1	-6.7	68.0143527807799
329_13311123_2	-7.5	98.8492983039844
329_13311213_1	-6.6	78.8846272908584
329_13312111_1	-5.4	66.5875371926293
329_13312112_3	-6.2	99.5619787314482
329_13312113_2	-6.5	87.7942189342362
329_13321111_2	-6.7	70.2068032854575
329_13322113_1	-6.6	58.1902813533768
329_13331112_2	-6.7	94.0436804914533
329_13331113_1	-6.3	NA
329_13331211_3	-6.7	67.3300770510553
329_13331213_2	-6.7	62.2053373264956
329_13332111_2	-6.7	79.941182158562
329_13332123_3	-6.2	52.5208187623161
329_21111123_3	-11.8	48.9941402663538
329_21111211_2	-13.6	12.7065610530063
329_21111221_1	-12	70.4420703145152
329_21111223_1	-13.9	26.3380552677832
329_21112112_1	-11.7	51.8503393350196
329_21112122_3	-12.9	38.9081114877039
329_21122113_2	-12	65.4827524617141
329_21131123_1	-11.7	49.2963036275436
329_21211221_3	-11.8	34.675139090754
329_21311213_3	-12.3	76.0259438360729
329_22111122_3	-8.3	62.7613865945569
329_22111212_1	-11.3	74.053123848569
329_22111213_2	-8.7	10.702757296418
329_22131122_3	-7.7	53.0735340922876
329_22211221_2	-10.7	82.5882990506366
329_22311123_2	-11	70.5543874982195
329_22321211_2	-11.4	78.667448978667
329_22321222_2	-9.1	88.786073314807
329_22331212_2	-11.4	58.5779305684984
329_22332112_3	-10.3	78.8318637963643
329_23111113_1	-7.3	84.5484020016671
329_23111211_1	-7.4	74.2277789830612
329_23111221_1	-6.7	41.1721855637399
329_23111222_1	-6.6	69.1813655119249
329_23111223_3	-7.2	22.3242491203255
329_23112112_2	-6.2	51.5872780912532
329_23121122_2	-5.5	87.0270691243694
329_23121222_2	-6.1	92.9252551265537
329_23131122_1	-6.8	60.9894411108952
329_23131223_2	-7	71.1903376233332
329_23132123_3	-7.1	36.5786104377589
329_23211213_3	-7.5	46.9217477878674
329_23221222_2	-7.5	66.1267279436573
329_23222112_2	-6.8	67.5848390521101
329_23311112_1	-6.2	90.8618366805532
329_23311123_1	-7.2	50.7607297695327
329_23311211_1	-7.2	87.6227960510311
329_23311212_1	-6.8	75.3882661841418
329_23311213_2	-6.1	22.8657915163995
329_23312113_2	-7.4	98.7570000378801
329_23331213_1	-6.8	97.3302182724749
329_31111123_2	-11.7	77.0305884681664
329_31111212_1	-11.9	82.3498753740781
329_31111223_1	-11.9	54.5747416906716
329_31121111_1	-14.4	66.9254587253478
329_31121112_3	-13.3	49.4681115729737
329_31121113_2	-14.2	27.7516130349298
329_31121123_2	-12.1	62.8188792323747
329_31121223_2	-12.1	78.7743154967196
329_31122112_2	-12.5	58.3370441717664
329_31122113_2	-14.3	44.2125100028968
329_31131113_1	-12	71.4179621966486
329_31131212_1	-13.7	18.32065218332
329_31132113_2	-12.2	37.928157760011
329_31132121_2	-12	43.7206459002585
329_31211212_1	-12.8	53.2309700627582
329_31221212_2	-12.1	63.8291244424583
329_31231112_2	-11.7	68.6808654055562
329_31231122_2	-12.3	70.2090619060415
329_31231211_3	-12.2	67.3017590558775
329_31311121_1	-12	54.625647763652
329_31311122_1	-12.9	64.0705135416221
329_31311211_2	-14	28.32986768032
329_31312123_2	-12.2	50.3422098230056
329_31321113_1	-11.6	91.807043862787
329_31321213_2	-11.7	56.999923860892
329_31322111_1	-13.2	86.587751344091
329_31322112_1	-11.6	84.9176635543563
329_31331121_2	-12.9	73.7706033229209
329_31331122_1	-12.3	28.0625296853978
329_31331221_1	-13	56.9375106752323
329_31331222_1	-12.3	85.7851858385779
329_31332121_2	-11.6	71.1785654712192
329_31332122_1	-12.8	28.0999557837651
329_32111221_1	-11.2	66.1417131437358
329_32121111_2	-10.6	65.6333296516823
329_32121123_2	-7.6	42.9724639726703
329_32121211_2	-9.5	16.187913037952
329_32121213_2	-9.4	80.0526839427929
329_32121221_1	-8.5	54.5425961037617
329_32121222_1	-10	82.3669205026478
329_32121223_1	-9.2	52.1425360309383
329_32122123_1	-9.4	64.9638270251936
329_32131222_1	-8	30.1644185250276
329_32221222_1	-10.8	55.4742428891217
329_32311122_2	-11.5	24.8398372043426
329_32311222_2	-10.3	82.6766818790307
329_32312122_1	-9.1	92.1999418639515
329_32321123_2	-9.6	96.6382177875119
329_32321212_1	-11	83.3209203015041
329_32331112_3	-8.9	98.0391631009963
329_32331222_2	-9.2	92.1106011110339
329_33111111_1	-6.9	86.9814004465349
329_33111221_1	-7.3	39.9000450362507
329_33112111_3	-7.3	60.0931609437168
329_33112112_3	-6.7	57.9588414425129
329_33112121_3	-6.7	93.8737112064822
329_33112123_2	-6.4	74.3313459033494
329_33121222_1	-5.9	86.8164565134806
329_33131121_1	-4.2	44.8470447780653
329_33131122_2	-6.7	55.3923219527627
329_33131222_1	-7.3	15.1605749362207
329_33131223_2	-5.8	33.7994545043624
329_33132123_1	-7.5	64.6642535318726
329_33212113_2	-6.5	23.1862180161361
329_33221221_3	-7.1	94.4983260444222
329_33231211_2	-6.7	82.7056642949837
329_33311112_2	-5	38.4996724014598
329_33311113_1	-5	43.5738220709436
329_33312122_3	-5.4	25.9634123599055
329_33321112_1	-6.8	94.7628485412272
329_33321211_1	-6.9	51.056645806471
329_33321212_2	-6.8	95.2903423730027
329_33321222_1	-7.1	27.6915280341485
329_33322112_1	-6.8	92.0232777923524
329_33322121_2	-7.3	88.4123503292656
329_33322123_2	-6.7	98.3170514606524
329_33331112_2	-6.8	70.1478031509524
33_11111111_1	-12	8.41280643712934
33_11111112_1	-12.7	6.66675599203157
33_11111121_1	-12.1	8.10911315578898
33_11111123_1	-15	2.07265175567672
33_11111212_1	-11.8	2.55276075159561
33_11111221_1	-12.7	40.8905219591456
33_11111222_1	-12.1	58.0134328828018
33_11112111_1	-13.8	2.28994873099225
33_11112112_1	-12	16.0480603301402
33_11121112_2	-12.5	7.16374118617059
33_11121121_1	-20.4	4.6525620605634
33_11121122_2	-11.6	7.77544716495787
33_11121123_1	-12.8	25.1819761028168
33_11121213_1	-12.4	49.0924538301996
33_11121222_1	-12	36.4937828295394
33_11121223_1	-11.8	4.88014876079629
33_11122111_1	-12.9	31.2361579212745
33_11122112_2	-11.6	8.85015708584758
33_11122121_1	-13.7	8.36285712031866
33_11131113_1	-12.5	5.97150849825037
33_11131121_1	-11.7	19.71621600226
33_11131122_1	-11.6	63.9569819684481
33_11131123_1	-14.1	24.6188611418606
33_11132113_3	-12	15.4107405875883
33_11132121_1	-12.5	38.8462547945155
33_11132122_1	-11.7	19.6252056858736
33_11211111_2	-12	19.8720208492121
33_11211113_1	-11.9	40.2312966523838
33_11211213_1	-12.4	53.0445126089694
33_11212113_1	-11.6	26.1040871136788
33_11212121_1	-12.4	33.8056443728813
33_11212122_1	-11.6	10.0226218440364
33_11221122_1	-12	70.4805800393951
33_11221123_1	-12.8	50.3641107626102
33_11222112_2	-11.8	39.9154187949974
33_11231113_1	-12.8	6.43487309964145
33_11231121_1	-12.5	16.3993560941343
33_11231122_1	-11.6	12.2750049623113
33_11231123_1	-11.6	16.7877205769393
33_11231221_1	-12.9	33.4311684458949
33_11232112_3	-12.6	8.6256334193677
33_11232121_1	-11.9	22.3146280425431
33_11311122_1	-13.3	8.89882579992525
33_11311213_1	-12.2	20.4764482723646
33_11312123_1	-12.7	32.3472846876112
33_11321123_1	-11.7	49.3990951757663
33_11321211_1	-13	29.1754348436166
33_11321223_1	-11.8	50.3672965691514
33_11322113_1	-12.4	49.3224435545719
33_11322123_1	-12.6	64.7024424164616
33_11331113_2	-11.9	38.4679171517365
33_11331122_1	-11.7	34.8194936036462
33_11331212_2	-11.9	32.6073031789786
33_11332111_1	-12.3	34.336093975042
33_12111121_1	-7.8	11.6765218144158
33_12111123_1	-7.7	6.55977792666149
33_12111223_1	-7.9	61.7487291438147
33_12112113_1	-8.5	37.1762822683562
33_12112121_2	-7.6	43.0084184590583
33_12121113_2	-7.9	41.4591723243159
33_12121123_2	-9.4	35.1636334995825
33_12121212_2	-8.1	46.1568897884452
33_12122111_1	-8	37.2849892419739
33_12122121_1	-8.4	67.3249602743091
33_12131111_2	-8.7	7.37757756106759
33_12131113_1	-8.5	43.292376046125
33_12131122_2	-9	50.0054891133299
33_12131213_3	-10.3	3.0996015495455
33_12131223_3	-9.5	20.0463094516213
33_12132111_3	-8.8	48.957861568312
33_12132123_1	-8.2	59.2017010083867
33_12211113_2	-8.4	38.7291295629642
33_12211123_2	-8.9	73.8717572556031
33_12211211_2	-9	44.2228823609787
33_12211223_1	-8.1	48.3972614016006
33_12212112_2	-10.5	55.0479849355621
33_12212113_1	-8.5	40.5699905611276
33_12212121_2	-7.7	48.7541358322793
33_12212122_1	-9	61.5809957942204
33_12222123_2	-9.4	36.5774724763446
33_12231123_1	-8.9	23.5327335714326
33_12232113_1	-7.7	30.6069231942456
33_12311123_1	-8.2	47.5326666777219
33_12311223_1	-7.7	57.35492963215
33_12312112_1	-8.7	49.1496955652198
33_12312122_1	-7.6	82.4120862329797
33_12312123_2	-11.1	37.986173000673
33_12321221_2	-7.6	52.3947728787053
33_12321223_1	-9	64.1468988599624
33_12322112_1	-7.7	40.870792174509
33_12322113_3	-8.8	26.2924704417891
33_12322121_2	-9.2	55.8602699132833
33_12332121_1	-9	19.9471639565072
33_13111111_3	-5.3	57.6436834947245
33_13111223_2	-4.2	41.6681499150834
33_13112111_1	-7	33.7093539024715
33_13112112_1	-7.1	38.0352342642501
33_13112113_1	-5.7	31.4878770313347
33_13121123_1	-7.3	37.8879133090797
33_13122112_1	-5.8	6.79951740121226
33_13122121_3	-4.8	60.0628992654327
33_13131111_3	-7.4	57.2971426884597
33_13131212_2	-6.5	38.5732877412705
33_13131223_1	-5.7	13.1157961759226
33_13212112_1	-7.3	56.4160191094965
33_13212121_2	-6.6	45.2458245414574
33_13212123_1	-3.5	41.0788475368186
33_13231113_1	-7.5	41.3484782433405
33_13311221_2	-7.2	62.5831096065124
33_13312112_1	-4.1	62.5943234664022
33_13312113_1	-5.6	54.3095371808861
33_13312121_2	-5.5	79.5959735714372
33_13321112_1	-7.2	41.7088768890347
33_13321211_2	-3.5	56.0450361007341
33_13321213_1	-5.7	52.1063820931534
33_13332121_2	-7.2	37.4028378259357
33_13332123_1	-5.9	52.8723855807185
33_21111121_1	-12.4	28.2061046168704
33_21111123_1	-13.8	20.6950560803919
33_21111213_1	-12.1	9.44925153352814
33_21111221_1	-12.7	17.8984379205081
33_21111222_1	-12.6	19.4907970112513
33_21111223_1	-14.2	6.42696686237307
33_21112121_1	-12.1	25.5310513329772
33_21121223_1	-12.2	35.8339349282636
33_21131122_2	-15.5	31.4089763556278
33_21131123_1	-13.7	8.27415990320138
33_21132121_1	-13	9.99643074710634
33_21211112_3	-11.7	36.7295494161109
33_21211122_2	-12.6	5.76941222319342
33_21211223_1	-13.7	NA
33_21212121_1	-13.3	3.05580777599412
33_21221213_1	-11.8	9.24212948406021
33_21221221_2	-11.6	42.7882587767312
33_21221223_1	-13.7	12.8031452889118
33_21222111_2	-14.1	18.3123101974433
33_21222112_2	-11.6	41.5400557811968
33_21222113_3	-12.1	34.1494049810245
33_21231223_1	-13.3	42.761230843923
33_21232113_1	-11.6	5.73501837909203
33_21312111_1	-12.9	11.3235950322367
33_21312122_2	-11.7	35.429340455494
33_21321223_1	-12	35.0203034942815
33_21331223_1	-14.2	11.2495455960284
33_22111212_2	-8.2	25.7021191195961
33_22111222_2	-8.8	17.6684281393859
33_22112123_2	-10.4	34.5531239821992
33_22121122_2	-10.9	88.3266102682555
33_22121123_2	-9.1	34.1381348860384
33_22121223_2	-9.2	29.9113968994607
33_22131123_2	-8.1	13.368632909911
33_22132113_1	-9.4	32.4153953290395
33_22132122_1	-7.9	53.2178271467306
33_22211222_3	-10.2	11.9250743701755
33_22212121_2	-7.6	32.4081725487091
33_22311213_2	-8.1	49.8448716777516
33_22311222_2	-8.1	49.8928404545525
33_22312111_1	-8.2	50.4921464725559
33_22321213_1	-8.4	46.8863324335058
33_22322121_2	-8.7	42.2112371092147
33_22322122_1	-8.7	34.5399690067902
33_22331122_2	-7.6	38.0319947245528
33_22332112_1	-8.2	34.9249104169082
33_22332122_2	-7.6	43.0551248943928
33_23111113_1	-5.5	41.9677042386128
33_23111221_2	-6.9	61.3849508435652
33_23112123_3	-7.2	49.9087212166147
33_23122111_2	-7.2	32.4254213493996
33_23132121_1	-3.5	49.7011337753768
33_23132122_2	-6.7	73.3533584175408
33_23132123_2	-7.5	47.9392570868212
33_23211222_2	-6.8	21.7910932656081
33_23212111_2	-4.8	31.6004395061668
33_23231123_3	-6.1	50.6066354462625
33_23311123_2	-5.8	32.0397464516998
33_23312112_2	-7.2	34.938501267851
33_23321123_1	-5.9	46.199568527727
33_23321213_1	-5.6	22.599620047805
33_23321223_3	-4.7	57.7482354603133
33_23332123_2	-5.6	43.8724222074407
33_31111112_2	-14.1	1.75380939417037
33_31111113_1	-13.8	43.2555193877559
33_31111121_1	-13.3	6.29252248661894
33_31111221_3	-13.1	NA
33_31112113_2	-12.1	3.14433439276009
33_31122121_1	-12.4	7.37602595915525
33_31122123_1	-15.9	5.18877686029806
33_31131113_2	-12	47.3949424538367
33_31131213_2	-12.5	1.20077919649121
33_31131221_1	-12	37.4590353537424
33_31132121_1	-12.1	71.32116150912
33_31211111_2	-12.3	41.8164538884279
33_31211113_2	-11.7	46.9205913241144
33_31231121_1	-13.9	3.39561594237418
33_31231122_1	-12.6	92.0387085260382
33_31231123_2	-12	41.3554244700558
33_31231222_1	-11.7	47.1135596938905
33_31311112_1	-11.6	71.7599199047213
33_31311211_1	-15.3	10.708291960823
33_31311213_1	-12.7	10.341544250638
33_31312121_1	-13.4	31.3205260114108
33_31321111_2	-13.6	48.7342327424574
33_31321112_1	-11.9	64.4412839396659
33_31321121_2	-15.3	12.754267825114
33_31331211_2	-13.6	30.054286159089
33_31331222_1	-11.6	15.3613163182963
33_32111111_3	-9.3	21.8571363051425
33_32111122_2	-8.7	42.4962564791045
33_32111221_3	-8.4	83.4758341156962
33_32111223_1	-8.7	52.1539771801507
33_32112122_2	-7.6	45.9512247535908
33_32121123_1	-9.5	44.6527618375539
33_32121222_1	-9.9	25.4676867385878
33_32121223_1	-9.3	77.5935621111968
33_32131112_3	-9.8	5.14230679127079
33_32131121_1	-10	3.96189875632077
33_32132123_3	-8.2	59.9058104134988
33_32211213_2	-7.7	29.1905665766573
33_32221223_1	-7.6	40.3766367430639
33_32231123_1	-9	51.4342914658182
33_32312121_2	-7.6	28.8465576132852
33_32321211_3	-10.2	54.4803661943755
33_32321223_1	-8.1	42.436798196662
33_32322111_2	-7.6	43.4905434749188
33_32331121_1	-8.1	45.7283459440719
33_32331213_1	-8	28.7710608219853
33_32332123_1	-8.3	36.1585366414125
33_33111123_1	-5.2	46.1958596508325
33_33111222_1	-5.3	98.1457641318323
33_33112122_1	-4.3	90.4320504470783
33_33121121_1	-5.7	26.4492023932651
33_33121122_3	-6.7	29.8308546180559
33_33121223_1	-3.3	75.0552937739776
33_33122111_3	-7.1	25.758017120147
33_33131122_1	-6.9	46.3109405902191
33_33131212_2	-6.1	10.5960833247767
33_33132121_1	-6.7	28.2370439588698
33_33132123_1	-6.2	82.6136123140309
33_33211122_3	-5.5	75.9748276662789
33_33221123_1	-5.7	56.5456628222229
33_33231123_1	-7.3	52.7196818542441
33_33232113_2	-7.5	50.2742728129609
33_33311213_1	-5.6	27.8924219537979
33_33312111_1	-7.1	61.2341646949596
33_33321223_2	-7.2	42.6886867828819
33_33331113_2	-7.3	81.2227758688877
33_33331122_1	-6.3	52.2609561576966
33_33331123_1	-5.8	38.5657576394739
33_33331211_3	-6.4	63.1565128590629
33_33332123_3	-7.5	58.0103640966304
340_11111111_1	-12.1	33.0758598133508
340_11111112_1	-12.6	61.78376914108
340_11111113_1	-12.3	29.0896802093851
340_11111121_1	-15.9	14.1401404938529
340_11111123_1	-12.9	31.5996558211648
340_11111211_2	-12.6	41.9060325567445
340_11111212_1	-12.6	37.6420171492095
340_11111213_3	-12.4	13.0248832002791
340_11111221_1	-12.1	63.2667225885405
340_11111223_1	-11.8	41.4009868375519
340_11112111_1	-12.4	59.7971970958234
340_11112112_1	-12.5	49.7126617238034
340_11112113_1	-12.2	4.68125271887329
340_11121111_1	-11.6	40.0641833800609
340_11121112_1	-13.7	61.1717714288727
340_11121113_1	-13.5	24.7936776204341
340_11121121_1	-12.3	41.6286656202145
340_11121122_1	-16	16.6078741453597
340_11121212_1	-14.9	3.07801562998848
340_11121221_1	-14.8	19.1175661589644
340_11121222_1	-12.4	47.8169335648601
340_11121223_1	-11.8	20.3788753691562
340_11122113_2	-12.9	27.9228111926114
340_11122121_1	-15	41.3320294542625
340_11122122_1	-13	43.7153071447472
340_11122123_1	-11.7	48.5497054411999
340_11131111_1	-12.5	65.4544277803427
340_11131112_1	-11.9	33.7216344278138
340_11131113_1	-17	NA
340_11131121_1	-12.5	15.0176705739156
340_11131122_1	-11.8	38.1655445191363
340_11131211_2	-12	32.9131556982231
340_11131212_1	-12.9	16.8919786439837
340_11131213_2	-11.8	39.4552317120489
340_11131221_1	-12.4	14.8821789422846
340_11131222_1	-13.7	35.9889150153034
340_11132112_1	-11.8	21.9736310988088
340_11132113_1	-12.4	36.7823961106078
340_11132122_1	-13.8	12.3499222544297
340_11211112_2	-13.4	33.7199723891688
340_11211113_2	-12	42.33265639176
340_11211122_1	-11.9	48.0923062660349
340_11211123_1	-12.3	37.3936846146996
340_11211223_1	-14	5.16627201268678
340_11212111_1	-12	63.2105486234406
340_11212112_1	-12.9	46.583270870754
340_11212122_1	-12.7	39.7863510558252
340_11212123_1	-11.6	14.8966253269094
340_11221111_3	-11.9	68.45370472092
340_11221112_1	-12.7	34.5037209858783
340_11221123_2	-12.7	11.1564296151415
340_11222113_1	-13.1	15.0692818355727
340_11222121_3	-12.1	19.7974581840226
340_11231111_1	-13.1	42.889349383844
340_11231211_2	-15.2	11.0592669260949
340_11231212_1	-11.6	64.1443585720224
340_11231213_2	-13	18.2293731467158
340_11231223_2	-12.1	35.257473549395
340_11232113_2	-11.7	38.5856662741732
340_11232122_1	-12.6	56.1857161609393
340_11311111_1	-12.8	3.59240169504832
340_11311112_1	-12.1	42.2620973196102
340_11311113_1	-11.7	9.47917213865958
340_11311121_1	-13.7	27.7198744433182
340_11311123_2	-12.3	26.9403692275243
340_11311213_1	-11.7	13.8315035849883
340_11311222_2	-12	83.2130279817405
340_11312111_1	-13.8	36.3311728167161
340_11312112_1	-12.5	25.6449708554716
340_11312122_1	-12.4	67.6907868727622
340_11321112_2	-15.5	3.48244421001083
340_11321121_1	-12.1	33.7108827435087
340_11321212_1	-14.2	7.3020254513211
340_11321221_2	-11.6	19.2735546100052
340_11321222_1	-11.9	15.8941075850571
340_11322111_2	-11.7	47.154317014459
340_11322113_3	-13.7	6.09823329597658
340_11322123_1	-12.7	11.2196370435055
340_11331111_1	-12.7	22.1252882922872
340_11331122_1	-12.7	8.40713447147625
340_11331123_1	-13.5	12.9124803418442
340_11331212_1	-13.3	45.0984496812129
340_11332113_3	-13	22.4557721362089
340_11332121_1	-13.3	19.4726097286723
340_11332123_3	-11.6	23.1984392188077
340_12111111_1	-8.9	28.0342402687097
340_12111122_2	-8.6	84.6965866307786
340_12111123_2	-7.7	50.6187294103714
340_12111223_1	-9.6	78.7563291719002
340_12112112_1	-10	14.4088704460746
340_12112121_1	-8.3	82.0471551105573
340_12121121_3	-9.2	64.0005587357254
340_12121122_1	-7.9	56.3150853156471
340_12121221_2	-9.2	56.6734572442943
340_12131111_1	-10.3	23.5977460531403
340_12131112_1	-11.2	24.8042428176746
340_12131113_2	-8.1	76.3374151783102
340_12131122_1	-10.2	63.1736357668492
340_12131211_1	-8.3	14.510339239073
340_12131212_2	-9.2	41.0723768604929
340_12131222_1	-10.3	60.8765121591806
340_12131223_1	-7.7	97.5633543801021
340_12132111_1	-11	36.5267914555681
340_12132112_1	-9.1	42.6854418680193
340_12132121_1	-10	71.866392273439
340_12211111_3	-8.8	15.7802965073529
340_12211121_1	-9	69.766078461706
340_12211212_1	-8.7	58.4223057764152
340_12212111_2	-8.6	57.1366952501194
340_12212112_1	-11	35.9014061100267
340_12221223_3	-7.8	51.1135457108634
340_12222112_3	-9.6	46.7982241828385
340_12222113_2	-7.7	55.7409439806963
340_12231113_3	-8.6	23.7480457440899
340_12231121_3	-9.1	48.8795959102834
340_12232112_2	-10.6	84.7169702449302
340_12232113_3	-8.6	54.9809734739569
340_12232121_2	-10.1	65.995998157998
340_12311111_3	-8.7	49.9833439729911
340_12311112_1	-8.6	25.5965276248609
340_12311113_1	-10.9	11.8840244639255
340_12311211_1	-10.2	35.359310200164
340_12311212_2	-10.1	37.820398598303
340_12311221_1	-10.3	42.6407322925986
340_12311222_3	-8.1	94.4515615026103
340_12311223_2	-8.4	83.4030047684864
340_12312113_2	-8.5	45.082167161643
340_12312122_1	-10.5	57.5244029818768
340_12321111_1	-10.5	48.3884525150634
340_12321112_1	-8	64.4177855291523
340_12321212_2	-9.4	17.5022767973716
340_12321221_1	-7.8	90.3566315565924
340_12322123_2	-8.2	98.1288371915718
340_12331122_3	-7.6	55.4469910177203
340_12331211_3	-8	40.9155757750454
340_12331213_3	-9.4	24.318295640816
340_12332112_1	-8.3	79.3697676066862
340_13111112_1	-6.8	51.2424586755125
340_13111113_2	-7.1	72.352954043605
340_13111121_2	-7.1	68.8251214251735
340_13111122_1	-7.3	90.5163520762715
340_13111123_1	-6.5	77.5057007616135
340_13111211_1	-6.5	29.6702584920372
340_13111212_1	-6.6	76.7902981330288
340_13111222_1	-7.2	59.5225186123062
340_13111223_1	-6.7	NA
